SampleID	Locus	Reads
SRR26819527	Pf3D7_11_v3-1295371-1295597-1A	66
SRR26819214	Pf3D7_11_v3-1295371-1295597-1A	86
SRR26819214	Pf3D7_11_v3-1295371-1295597-1A	51
SRR26819303	Pf3D7_11_v3-1295371-1295597-1A	392
SRR26819211	Pf3D7_11_v3-1295371-1295597-1A	103
SRR26819211	Pf3D7_11_v3-1295371-1295597-1A	20
SRR26819507	Pf3D7_11_v3-1295371-1295597-1A	42
SRR26819507	Pf3D7_11_v3-1295371-1295597-1A	581
SRR26819151	Pf3D7_11_v3-1295371-1295597-1A	521
SRR26819151	Pf3D7_11_v3-1295371-1295597-1A	3
SRR26819397	Pf3D7_11_v3-1295371-1295597-1A	188
SRR26819546	Pf3D7_11_v3-1295371-1295597-1A	912
SRR26819141	Pf3D7_11_v3-1295371-1295597-1A	345
SRR26819206	Pf3D7_11_v3-1295371-1295597-1A	24
SRR26819206	Pf3D7_11_v3-1295371-1295597-1A	727
SRR26819532	Pf3D7_11_v3-1295371-1295597-1A	461
SRR26819246	Pf3D7_11_v3-1295371-1295597-1A	261
SRR26819538	Pf3D7_11_v3-1295371-1295597-1A	513
SRR26819526	Pf3D7_11_v3-1295371-1295597-1A	898
SRR26819220	Pf3D7_11_v3-1295371-1295597-1A	811
SRR26819528	Pf3D7_11_v3-1295371-1295597-1A	43
SRR26819528	Pf3D7_11_v3-1295371-1295597-1A	40
SRR26819595	Pf3D7_11_v3-1295371-1295597-1A	345
SRR26819202	Pf3D7_11_v3-1295371-1295597-1A	121
SRR26819202	Pf3D7_11_v3-1295371-1295597-1A	102
SRR26819570	Pf3D7_11_v3-1295371-1295597-1A	139
SRR26819541	Pf3D7_11_v3-1295371-1295597-1A	141
SRR26819531	Pf3D7_11_v3-1295371-1295597-1A	130
SRR26819324	Pf3D7_11_v3-1295371-1295597-1A	91
SRR26819324	Pf3D7_11_v3-1295371-1295597-1A	208
SRR26819300	Pf3D7_11_v3-1295371-1295597-1A	556
SRR26819514	Pf3D7_11_v3-1295371-1295597-1A	206
SRR26819514	Pf3D7_11_v3-1295371-1295597-1A	247
SRR26819313	Pf3D7_11_v3-1295371-1295597-1A	650
SRR26819313	Pf3D7_11_v3-1295371-1295597-1A	41
SRR26819200	Pf3D7_11_v3-1295371-1295597-1A	288
SRR26819398	Pf3D7_11_v3-1295371-1295597-1A	126
SRR26819398	Pf3D7_11_v3-1295371-1295597-1A	86
SRR26819356	Pf3D7_11_v3-1295371-1295597-1A	1405
SRR26819240	Pf3D7_11_v3-1295371-1295597-1A	890
SRR26819240	Pf3D7_11_v3-1295371-1295597-1A	320
SRR26819508	Pf3D7_11_v3-1295371-1295597-1A	1153
SRR26819208	Pf3D7_11_v3-1295371-1295597-1A	126
SRR26819540	Pf3D7_11_v3-1295371-1295597-1A	532
SRR26819345	Pf3D7_11_v3-1295371-1295597-1A	219
SRR26819506	Pf3D7_11_v3-1295371-1295597-1A	886
SRR26819213	Pf3D7_11_v3-1295371-1295597-1A	95
SRR26819213	Pf3D7_11_v3-1295371-1295597-1A	6
SRR26819135	Pf3D7_11_v3-1295371-1295597-1A	440
SRR26819606	Pf3D7_11_v3-1295371-1295597-1A	297
SRR26819228	Pf3D7_11_v3-1295371-1295597-1A	654
SRR26819365	Pf3D7_11_v3-1295371-1295597-1A	153
SRR26819501	Pf3D7_11_v3-1295371-1295597-1A	297
SRR26819505	Pf3D7_11_v3-1295371-1295597-1A	137
SRR26819505	Pf3D7_11_v3-1295371-1295597-1A	270
SRR26819212	Pf3D7_11_v3-1295371-1295597-1A	106
SRR26819474	Pf3D7_11_v3-1295371-1295597-1A	267
SRR26819474	Pf3D7_11_v3-1295371-1295597-1A	119
SRR26819139	Pf3D7_11_v3-1295371-1295597-1A	239
SRR26819400	Pf3D7_11_v3-1295371-1295597-1A	9
SRR26819400	Pf3D7_11_v3-1295371-1295597-1A	83
SRR26819215	Pf3D7_11_v3-1295371-1295597-1A	860
SRR26819553	Pf3D7_11_v3-1374917-1375148-1A	39
SRR26819207	Pf3D7_11_v3-1374917-1375148-1A	133
SRR26819545	Pf3D7_11_v3-1374917-1375148-1A	115
SRR26819527	Pf3D7_11_v3-1374917-1375148-1A	22
SRR26819527	Pf3D7_11_v3-1374917-1375148-1A	95
SRR26819527	Pf3D7_11_v3-1374917-1375148-1A	47
SRR26819214	Pf3D7_11_v3-1374917-1375148-1A	137
SRR26819303	Pf3D7_11_v3-1374917-1375148-1A	241
SRR26819211	Pf3D7_11_v3-1374917-1375148-1A	158
SRR26819507	Pf3D7_11_v3-1374917-1375148-1A	271
SRR26819151	Pf3D7_11_v3-1374917-1375148-1A	270
SRR26819151	Pf3D7_11_v3-1374917-1375148-1A	7
SRR26819397	Pf3D7_11_v3-1374917-1375148-1A	204
SRR26819546	Pf3D7_11_v3-1374917-1375148-1A	102
SRR26819141	Pf3D7_11_v3-1374917-1375148-1A	318
SRR26819141	Pf3D7_11_v3-1374917-1375148-1A	10
SRR26819206	Pf3D7_11_v3-1374917-1375148-1A	205
SRR26819532	Pf3D7_11_v3-1374917-1375148-1A	129
SRR26819246	Pf3D7_11_v3-1374917-1375148-1A	277
SRR26819538	Pf3D7_11_v3-1374917-1375148-1A	184
SRR26819526	Pf3D7_11_v3-1374917-1375148-1A	150
SRR26819220	Pf3D7_11_v3-1374917-1375148-1A	154
SRR26819528	Pf3D7_11_v3-1374917-1375148-1A	74
SRR26819528	Pf3D7_11_v3-1374917-1375148-1A	56
SRR26819595	Pf3D7_11_v3-1374917-1375148-1A	214
SRR26819202	Pf3D7_11_v3-1374917-1375148-1A	139
SRR26819202	Pf3D7_11_v3-1374917-1375148-1A	72
SRR26819570	Pf3D7_11_v3-1374917-1375148-1A	26
SRR26819570	Pf3D7_11_v3-1374917-1375148-1A	128
SRR26819541	Pf3D7_11_v3-1374917-1375148-1A	178
SRR26819531	Pf3D7_11_v3-1374917-1375148-1A	120
SRR26819324	Pf3D7_11_v3-1374917-1375148-1A	234
SRR26819300	Pf3D7_11_v3-1374917-1375148-1A	293
SRR26819514	Pf3D7_11_v3-1374917-1375148-1A	152
SRR26819514	Pf3D7_11_v3-1374917-1375148-1A	65
SRR26819313	Pf3D7_11_v3-1374917-1375148-1A	204
SRR26819313	Pf3D7_11_v3-1374917-1375148-1A	19
SRR26819200	Pf3D7_11_v3-1374917-1375148-1A	243
SRR26819398	Pf3D7_11_v3-1374917-1375148-1A	39
SRR26819398	Pf3D7_11_v3-1374917-1375148-1A	107
SRR26819356	Pf3D7_11_v3-1374917-1375148-1A	248
SRR26819240	Pf3D7_11_v3-1374917-1375148-1A	43
SRR26819240	Pf3D7_11_v3-1374917-1375148-1A	196
SRR26819508	Pf3D7_11_v3-1374917-1375148-1A	274
SRR26819208	Pf3D7_11_v3-1374917-1375148-1A	161
SRR26819540	Pf3D7_11_v3-1374917-1375148-1A	114
SRR26819345	Pf3D7_11_v3-1374917-1375148-1A	212
SRR26819506	Pf3D7_11_v3-1374917-1375148-1A	247
SRR26819213	Pf3D7_11_v3-1374917-1375148-1A	26
SRR26819213	Pf3D7_11_v3-1374917-1375148-1A	82
SRR26819135	Pf3D7_11_v3-1374917-1375148-1A	242
SRR26819606	Pf3D7_11_v3-1374917-1375148-1A	207
SRR26819228	Pf3D7_11_v3-1374917-1375148-1A	251
SRR26819365	Pf3D7_11_v3-1374917-1375148-1A	228
SRR26819501	Pf3D7_11_v3-1374917-1375148-1A	219
SRR26819505	Pf3D7_11_v3-1374917-1375148-1A	284
SRR26819212	Pf3D7_11_v3-1374917-1375148-1A	95
SRR26819474	Pf3D7_11_v3-1374917-1375148-1A	238
SRR26819139	Pf3D7_11_v3-1374917-1375148-1A	230
SRR26819400	Pf3D7_11_v3-1374917-1375148-1A	13
SRR26819400	Pf3D7_11_v3-1374917-1375148-1A	69
SRR26819215	Pf3D7_11_v3-1374917-1375148-1A	135
SRR26819553	Pf3D7_11_v3-1375807-1376056-1A	17
SRR26819207	Pf3D7_11_v3-1375807-1376056-1A	19
SRR26819545	Pf3D7_11_v3-1375807-1376056-1A	62
SRR26819527	Pf3D7_11_v3-1375807-1376056-1A	7
SRR26819214	Pf3D7_11_v3-1375807-1376056-1A	49
SRR26819303	Pf3D7_11_v3-1375807-1376056-1A	20
SRR26819303	Pf3D7_11_v3-1375807-1376056-1A	40
SRR26819211	Pf3D7_11_v3-1375807-1376056-1A	59
SRR26819507	Pf3D7_11_v3-1375807-1376056-1A	51
SRR26819151	Pf3D7_11_v3-1375807-1376056-1A	31
SRR26819397	Pf3D7_11_v3-1375807-1376056-1A	101
SRR26819546	Pf3D7_11_v3-1375807-1376056-1A	6
SRR26819141	Pf3D7_11_v3-1375807-1376056-1A	24
SRR26819141	Pf3D7_11_v3-1375807-1376056-1A	64
SRR26819141	Pf3D7_11_v3-1375807-1376056-1A	53
SRR26819141	Pf3D7_11_v3-1375807-1376056-1A	9
SRR26819206	Pf3D7_11_v3-1375807-1376056-1A	81
SRR26819532	Pf3D7_11_v3-1375807-1376056-1A	55
SRR26819246	Pf3D7_11_v3-1375807-1376056-1A	90
SRR26819538	Pf3D7_11_v3-1375807-1376056-1A	49
SRR26819526	Pf3D7_11_v3-1375807-1376056-1A	10
SRR26819220	Pf3D7_11_v3-1375807-1376056-1A	23
SRR26819528	Pf3D7_11_v3-1375807-1376056-1A	16
SRR26819528	Pf3D7_11_v3-1375807-1376056-1A	31
SRR26819595	Pf3D7_11_v3-1375807-1376056-1A	48
SRR26819202	Pf3D7_11_v3-1375807-1376056-1A	92
SRR26819202	Pf3D7_11_v3-1375807-1376056-1A	44
SRR26819570	Pf3D7_11_v3-1375807-1376056-1A	56
SRR26819570	Pf3D7_11_v3-1375807-1376056-1A	17
SRR26819541	Pf3D7_11_v3-1375807-1376056-1A	18
SRR26819531	Pf3D7_11_v3-1375807-1376056-1A	51
SRR26819324	Pf3D7_11_v3-1375807-1376056-1A	46
SRR26819324	Pf3D7_11_v3-1375807-1376056-1A	21
SRR26819300	Pf3D7_11_v3-1375807-1376056-1A	72
SRR26819514	Pf3D7_11_v3-1375807-1376056-1A	53
SRR26819514	Pf3D7_11_v3-1375807-1376056-1A	18
SRR26819514	Pf3D7_11_v3-1375807-1376056-1A	1
SRR26819514	Pf3D7_11_v3-1375807-1376056-1A	3
SRR26819313	Pf3D7_11_v3-1375807-1376056-1A	24
SRR26819313	Pf3D7_11_v3-1375807-1376056-1A	12
SRR26819313	Pf3D7_11_v3-1375807-1376056-1A	25
SRR26819200	Pf3D7_11_v3-1375807-1376056-1A	70
SRR26819398	Pf3D7_11_v3-1375807-1376056-1A	38
SRR26819398	Pf3D7_11_v3-1375807-1376056-1A	24
SRR26819356	Pf3D7_11_v3-1375807-1376056-1A	66
SRR26819240	Pf3D7_11_v3-1375807-1376056-1A	43
SRR26819240	Pf3D7_11_v3-1375807-1376056-1A	14
SRR26819508	Pf3D7_11_v3-1375807-1376056-1A	64
SRR26819208	Pf3D7_11_v3-1375807-1376056-1A	24
SRR26819540	Pf3D7_11_v3-1375807-1376056-1A	30
SRR26819345	Pf3D7_11_v3-1375807-1376056-1A	80
SRR26819506	Pf3D7_11_v3-1375807-1376056-1A	48
SRR26819213	Pf3D7_11_v3-1375807-1376056-1A	28
SRR26819213	Pf3D7_11_v3-1375807-1376056-1A	7
SRR26819135	Pf3D7_11_v3-1375807-1376056-1A	115
SRR26819606	Pf3D7_11_v3-1375807-1376056-1A	35
SRR26819228	Pf3D7_11_v3-1375807-1376056-1A	72
SRR26819365	Pf3D7_11_v3-1375807-1376056-1A	74
SRR26819501	Pf3D7_11_v3-1375807-1376056-1A	62
SRR26819505	Pf3D7_11_v3-1375807-1376056-1A	37
SRR26819505	Pf3D7_11_v3-1375807-1376056-1A	30
SRR26819212	Pf3D7_11_v3-1375807-1376056-1A	57
SRR26819474	Pf3D7_11_v3-1375807-1376056-1A	68
SRR26819139	Pf3D7_11_v3-1375807-1376056-1A	117
SRR26819400	Pf3D7_11_v3-1375807-1376056-1A	41
SRR26819400	Pf3D7_11_v3-1375807-1376056-1A	3
SRR26819215	Pf3D7_11_v3-1375807-1376056-1A	25
SRR26819553	Pf3D7_11_v3-1376058-1376305-1A	30
SRR26819207	Pf3D7_11_v3-1376058-1376305-1A	100
SRR26819545	Pf3D7_11_v3-1376058-1376305-1A	77
SRR26819527	Pf3D7_11_v3-1376058-1376305-1A	95
SRR26819214	Pf3D7_11_v3-1376058-1376305-1A	98
SRR26819303	Pf3D7_11_v3-1376058-1376305-1A	41
SRR26819303	Pf3D7_11_v3-1376058-1376305-1A	107
SRR26819211	Pf3D7_11_v3-1376058-1376305-1A	4
SRR26819211	Pf3D7_11_v3-1376058-1376305-1A	113
SRR26819507	Pf3D7_11_v3-1376058-1376305-1A	59
SRR26819507	Pf3D7_11_v3-1376058-1376305-1A	113
SRR26819151	Pf3D7_11_v3-1376058-1376305-1A	4
SRR26819151	Pf3D7_11_v3-1376058-1376305-1A	201
SRR26819151	Pf3D7_11_v3-1376058-1376305-1A	2
SRR26819397	Pf3D7_11_v3-1376058-1376305-1A	148
SRR26819546	Pf3D7_11_v3-1376058-1376305-1A	94
SRR26819141	Pf3D7_11_v3-1376058-1376305-1A	102
SRR26819141	Pf3D7_11_v3-1376058-1376305-1A	25
SRR26819206	Pf3D7_11_v3-1376058-1376305-1A	213
SRR26819532	Pf3D7_11_v3-1376058-1376305-1A	113
SRR26819246	Pf3D7_11_v3-1376058-1376305-1A	220
SRR26819538	Pf3D7_11_v3-1376058-1376305-1A	134
SRR26819526	Pf3D7_11_v3-1376058-1376305-1A	133
SRR26819220	Pf3D7_11_v3-1376058-1376305-1A	101
SRR26819528	Pf3D7_11_v3-1376058-1376305-1A	98
SRR26819595	Pf3D7_11_v3-1376058-1376305-1A	176
SRR26819202	Pf3D7_11_v3-1376058-1376305-1A	170
SRR26819570	Pf3D7_11_v3-1376058-1376305-1A	54
SRR26819570	Pf3D7_11_v3-1376058-1376305-1A	89
SRR26819541	Pf3D7_11_v3-1376058-1376305-1A	135
SRR26819531	Pf3D7_11_v3-1376058-1376305-1A	80
SRR26819324	Pf3D7_11_v3-1376058-1376305-1A	106
SRR26819324	Pf3D7_11_v3-1376058-1376305-1A	79
SRR26819300	Pf3D7_11_v3-1376058-1376305-1A	173
SRR26819514	Pf3D7_11_v3-1376058-1376305-1A	99
SRR26819514	Pf3D7_11_v3-1376058-1376305-1A	66
SRR26819514	Pf3D7_11_v3-1376058-1376305-1A	69
SRR26819313	Pf3D7_11_v3-1376058-1376305-1A	145
SRR26819313	Pf3D7_11_v3-1376058-1376305-1A	19
SRR26819313	Pf3D7_11_v3-1376058-1376305-1A	70
SRR26819200	Pf3D7_11_v3-1376058-1376305-1A	206
SRR26819398	Pf3D7_11_v3-1376058-1376305-1A	129
SRR26819356	Pf3D7_11_v3-1376058-1376305-1A	173
SRR26819240	Pf3D7_11_v3-1376058-1376305-1A	142
SRR26819240	Pf3D7_11_v3-1376058-1376305-1A	32
SRR26819508	Pf3D7_11_v3-1376058-1376305-1A	217
SRR26819208	Pf3D7_11_v3-1376058-1376305-1A	86
SRR26819540	Pf3D7_11_v3-1376058-1376305-1A	97
SRR26819345	Pf3D7_11_v3-1376058-1376305-1A	200
SRR26819506	Pf3D7_11_v3-1376058-1376305-1A	203
SRR26819213	Pf3D7_11_v3-1376058-1376305-1A	12
SRR26819213	Pf3D7_11_v3-1376058-1376305-1A	94
SRR26819135	Pf3D7_11_v3-1376058-1376305-1A	203
SRR26819606	Pf3D7_11_v3-1376058-1376305-1A	217
SRR26819228	Pf3D7_11_v3-1376058-1376305-1A	205
SRR26819365	Pf3D7_11_v3-1376058-1376305-1A	165
SRR26819501	Pf3D7_11_v3-1376058-1376305-1A	239
SRR26819505	Pf3D7_11_v3-1376058-1376305-1A	188
SRR26819212	Pf3D7_11_v3-1376058-1376305-1A	93
SRR26819474	Pf3D7_11_v3-1376058-1376305-1A	239
SRR26819139	Pf3D7_11_v3-1376058-1376305-1A	185
SRR26819139	Pf3D7_11_v3-1376058-1376305-1A	1
SRR26819400	Pf3D7_11_v3-1376058-1376305-1A	19
SRR26819400	Pf3D7_11_v3-1376058-1376305-1A	52
SRR26819215	Pf3D7_11_v3-1376058-1376305-1A	130
SRR26819553	Pf3D7_11_v3-1816152-1816378-1A	79
SRR26819207	Pf3D7_11_v3-1816152-1816378-1A	709
SRR26819545	Pf3D7_11_v3-1816152-1816378-1A	4
SRR26819545	Pf3D7_11_v3-1816152-1816378-1A	333
SRR26819527	Pf3D7_11_v3-1816152-1816378-1A	353
SRR26819527	Pf3D7_11_v3-1816152-1816378-1A	246
SRR26819527	Pf3D7_11_v3-1816152-1816378-1A	97
SRR26819214	Pf3D7_11_v3-1816152-1816378-1A	151
SRR26819214	Pf3D7_11_v3-1816152-1816378-1A	242
SRR26819303	Pf3D7_11_v3-1816152-1816378-1A	256
SRR26819303	Pf3D7_11_v3-1816152-1816378-1A	145
SRR26819211	Pf3D7_11_v3-1816152-1816378-1A	327
SRR26819211	Pf3D7_11_v3-1816152-1816378-1A	12
SRR26819507	Pf3D7_11_v3-1816152-1816378-1A	32
SRR26819507	Pf3D7_11_v3-1816152-1816378-1A	470
SRR26819507	Pf3D7_11_v3-1816152-1816378-1A	178
SRR26819507	Pf3D7_11_v3-1816152-1816378-1A	71
SRR26819151	Pf3D7_11_v3-1816152-1816378-1A	964
SRR26819151	Pf3D7_11_v3-1816152-1816378-1A	30
SRR26819397	Pf3D7_11_v3-1816152-1816378-1A	297
SRR26819546	Pf3D7_11_v3-1816152-1816378-1A	475
SRR26819546	Pf3D7_11_v3-1816152-1816378-1A	13
SRR26819141	Pf3D7_11_v3-1816152-1816378-1A	354
SRR26819141	Pf3D7_11_v3-1816152-1816378-1A	58
SRR26819141	Pf3D7_11_v3-1816152-1816378-1A	141
SRR26819206	Pf3D7_11_v3-1816152-1816378-1A	500
SRR26819206	Pf3D7_11_v3-1816152-1816378-1A	49
SRR26819532	Pf3D7_11_v3-1816152-1816378-1A	439
SRR26819246	Pf3D7_11_v3-1816152-1816378-1A	592
SRR26819538	Pf3D7_11_v3-1816152-1816378-1A	3
SRR26819538	Pf3D7_11_v3-1816152-1816378-1A	364
SRR26819526	Pf3D7_11_v3-1816152-1816378-1A	443
SRR26819220	Pf3D7_11_v3-1816152-1816378-1A	6
SRR26819220	Pf3D7_11_v3-1816152-1816378-1A	272
SRR26819220	Pf3D7_11_v3-1816152-1816378-1A	192
SRR26819528	Pf3D7_11_v3-1816152-1816378-1A	168
SRR26819528	Pf3D7_11_v3-1816152-1816378-1A	242
SRR26819595	Pf3D7_11_v3-1816152-1816378-1A	978
SRR26819202	Pf3D7_11_v3-1816152-1816378-1A	69
SRR26819202	Pf3D7_11_v3-1816152-1816378-1A	107
SRR26819202	Pf3D7_11_v3-1816152-1816378-1A	140
SRR26819570	Pf3D7_11_v3-1816152-1816378-1A	47
SRR26819570	Pf3D7_11_v3-1816152-1816378-1A	173
SRR26819541	Pf3D7_11_v3-1816152-1816378-1A	620
SRR26819531	Pf3D7_11_v3-1816152-1816378-1A	279
SRR26819324	Pf3D7_11_v3-1816152-1816378-1A	544
SRR26819300	Pf3D7_11_v3-1816152-1816378-1A	710
SRR26819514	Pf3D7_11_v3-1816152-1816378-1A	365
SRR26819514	Pf3D7_11_v3-1816152-1816378-1A	51
SRR26819514	Pf3D7_11_v3-1816152-1816378-1A	37
SRR26819514	Pf3D7_11_v3-1816152-1816378-1A	55
SRR26819514	Pf3D7_11_v3-1816152-1816378-1A	54
SRR26819313	Pf3D7_11_v3-1816152-1816378-1A	387
SRR26819313	Pf3D7_11_v3-1816152-1816378-1A	315
SRR26819313	Pf3D7_11_v3-1816152-1816378-1A	36
SRR26819200	Pf3D7_11_v3-1816152-1816378-1A	482
SRR26819398	Pf3D7_11_v3-1816152-1816378-1A	71
SRR26819398	Pf3D7_11_v3-1816152-1816378-1A	116
SRR26819398	Pf3D7_11_v3-1816152-1816378-1A	46
SRR26819356	Pf3D7_11_v3-1816152-1816378-1A	883
SRR26819240	Pf3D7_11_v3-1816152-1816378-1A	31
SRR26819240	Pf3D7_11_v3-1816152-1816378-1A	21
SRR26819508	Pf3D7_11_v3-1816152-1816378-1A	829
SRR26819508	Pf3D7_11_v3-1816152-1816378-1A	40
SRR26819208	Pf3D7_11_v3-1816152-1816378-1A	2
SRR26819208	Pf3D7_11_v3-1816152-1816378-1A	518
SRR26819540	Pf3D7_11_v3-1816152-1816378-1A	437
SRR26819345	Pf3D7_11_v3-1816152-1816378-1A	561
SRR26819506	Pf3D7_11_v3-1816152-1816378-1A	587
SRR26819213	Pf3D7_11_v3-1816152-1816378-1A	39
SRR26819213	Pf3D7_11_v3-1816152-1816378-1A	2
SRR26819213	Pf3D7_11_v3-1816152-1816378-1A	62
SRR26819213	Pf3D7_11_v3-1816152-1816378-1A	369
SRR26819135	Pf3D7_11_v3-1816152-1816378-1A	329
SRR26819606	Pf3D7_11_v3-1816152-1816378-1A	827
SRR26819228	Pf3D7_11_v3-1816152-1816378-1A	494
SRR26819365	Pf3D7_11_v3-1816152-1816378-1A	470
SRR26819501	Pf3D7_11_v3-1816152-1816378-1A	633
SRR26819505	Pf3D7_11_v3-1816152-1816378-1A	256
SRR26819505	Pf3D7_11_v3-1816152-1816378-1A	270
SRR26819212	Pf3D7_11_v3-1816152-1816378-1A	330
SRR26819474	Pf3D7_11_v3-1816152-1816378-1A	781
SRR26819474	Pf3D7_11_v3-1816152-1816378-1A	23
SRR26819139	Pf3D7_11_v3-1816152-1816378-1A	417
SRR26819400	Pf3D7_11_v3-1816152-1816378-1A	357
SRR26819400	Pf3D7_11_v3-1816152-1816378-1A	6
SRR26819400	Pf3D7_11_v3-1816152-1816378-1A	3
SRR26819400	Pf3D7_11_v3-1816152-1816378-1A	4
SRR26819215	Pf3D7_11_v3-1816152-1816378-1A	348
SRR26819553	Pf3D7_11_v3-1902034-1902278-1B	30
SRR26819207	Pf3D7_11_v3-1902034-1902278-1B	176
SRR26819545	Pf3D7_11_v3-1902034-1902278-1B	253
SRR26819527	Pf3D7_11_v3-1902034-1902278-1B	196
SRR26819214	Pf3D7_11_v3-1902034-1902278-1B	45
SRR26819214	Pf3D7_11_v3-1902034-1902278-1B	233
SRR26819303	Pf3D7_11_v3-1902034-1902278-1B	120
SRR26819303	Pf3D7_11_v3-1902034-1902278-1B	270
SRR26819211	Pf3D7_11_v3-1902034-1902278-1B	324
SRR26819397	Pf3D7_11_v3-1902034-1902278-1B	240
SRR26819546	Pf3D7_11_v3-1902034-1902278-1B	158
SRR26819546	Pf3D7_11_v3-1902034-1902278-1B	5
SRR26819141	Pf3D7_11_v3-1902034-1902278-1B	197
SRR26819532	Pf3D7_11_v3-1902034-1902278-1B	230
SRR26819246	Pf3D7_11_v3-1902034-1902278-1B	275
SRR26819538	Pf3D7_11_v3-1902034-1902278-1B	288
SRR26819526	Pf3D7_11_v3-1902034-1902278-1B	226
SRR26819220	Pf3D7_11_v3-1902034-1902278-1B	245
SRR26819528	Pf3D7_11_v3-1902034-1902278-1B	245
SRR26819570	Pf3D7_11_v3-1902034-1902278-1B	144
SRR26819541	Pf3D7_11_v3-1902034-1902278-1B	123
SRR26819531	Pf3D7_11_v3-1902034-1902278-1B	202
SRR26819300	Pf3D7_11_v3-1902034-1902278-1B	181
SRR26819398	Pf3D7_11_v3-1902034-1902278-1B	329
SRR26819208	Pf3D7_11_v3-1902034-1902278-1B	141
SRR26819208	Pf3D7_11_v3-1902034-1902278-1B	4
SRR26819540	Pf3D7_11_v3-1902034-1902278-1B	286
SRR26819213	Pf3D7_11_v3-1902034-1902278-1B	315
SRR26819213	Pf3D7_11_v3-1902034-1902278-1B	23
SRR26819135	Pf3D7_11_v3-1902034-1902278-1B	262
SRR26819212	Pf3D7_11_v3-1902034-1902278-1B	72
SRR26819212	Pf3D7_11_v3-1902034-1902278-1B	108
SRR26819139	Pf3D7_11_v3-1902034-1902278-1B	367
SRR26819400	Pf3D7_11_v3-1902034-1902278-1B	202
SRR26819400	Pf3D7_11_v3-1902034-1902278-1B	22
SRR26819215	Pf3D7_11_v3-1902034-1902278-1B	200
SRR26819398	Pf3D7_11_v3-1902041-1902278-2	1
SRR26819240	Pf3D7_11_v3-1902041-1902278-2	1
SRR26819553	Pf3D7_11_v3-1934962-1935236-1A	18
SRR26819207	Pf3D7_11_v3-1934962-1935236-1A	2
SRR26819545	Pf3D7_11_v3-1934962-1935236-1A	23
SRR26819527	Pf3D7_11_v3-1934962-1935236-1A	4
SRR26819214	Pf3D7_11_v3-1934962-1935236-1A	15
SRR26819303	Pf3D7_11_v3-1934962-1935236-1A	30
SRR26819211	Pf3D7_11_v3-1934962-1935236-1A	20
SRR26819507	Pf3D7_11_v3-1934962-1935236-1A	8
SRR26819507	Pf3D7_11_v3-1934962-1935236-1A	6
SRR26819507	Pf3D7_11_v3-1934962-1935236-1A	3
SRR26819397	Pf3D7_11_v3-1934962-1935236-1A	104
SRR26819546	Pf3D7_11_v3-1934962-1935236-1A	6
SRR26819141	Pf3D7_11_v3-1934962-1935236-1A	4
SRR26819141	Pf3D7_11_v3-1934962-1935236-1A	64
SRR26819206	Pf3D7_11_v3-1934962-1935236-1A	45
SRR26819206	Pf3D7_11_v3-1934962-1935236-1A	1
SRR26819532	Pf3D7_11_v3-1934962-1935236-1A	5
SRR26819246	Pf3D7_11_v3-1934962-1935236-1A	18
SRR26819538	Pf3D7_11_v3-1934962-1935236-1A	15
SRR26819526	Pf3D7_11_v3-1934962-1935236-1A	1
SRR26819220	Pf3D7_11_v3-1934962-1935236-1A	7
SRR26819220	Pf3D7_11_v3-1934962-1935236-1A	1
SRR26819528	Pf3D7_11_v3-1934962-1935236-1A	16
SRR26819595	Pf3D7_11_v3-1934962-1935236-1A	5
SRR26819202	Pf3D7_11_v3-1934962-1935236-1A	57
SRR26819570	Pf3D7_11_v3-1934962-1935236-1A	2
SRR26819570	Pf3D7_11_v3-1934962-1935236-1A	18
SRR26819531	Pf3D7_11_v3-1934962-1935236-1A	14
SRR26819324	Pf3D7_11_v3-1934962-1935236-1A	63
SRR26819300	Pf3D7_11_v3-1934962-1935236-1A	42
SRR26819514	Pf3D7_11_v3-1934962-1935236-1A	14
SRR26819514	Pf3D7_11_v3-1934962-1935236-1A	2
SRR26819514	Pf3D7_11_v3-1934962-1935236-1A	2
SRR26819313	Pf3D7_11_v3-1934962-1935236-1A	4
SRR26819313	Pf3D7_11_v3-1934962-1935236-1A	1
SRR26819313	Pf3D7_11_v3-1934962-1935236-1A	3
SRR26819200	Pf3D7_11_v3-1934962-1935236-1A	80
SRR26819398	Pf3D7_11_v3-1934962-1935236-1A	111
SRR26819356	Pf3D7_11_v3-1934962-1935236-1A	7
SRR26819240	Pf3D7_11_v3-1934962-1935236-1A	4
SRR26819508	Pf3D7_11_v3-1934962-1935236-1A	28
SRR26819208	Pf3D7_11_v3-1934962-1935236-1A	3
SRR26819208	Pf3D7_11_v3-1934962-1935236-1A	2
SRR26819540	Pf3D7_11_v3-1934962-1935236-1A	10
SRR26819345	Pf3D7_11_v3-1934962-1935236-1A	63
SRR26819506	Pf3D7_11_v3-1934962-1935236-1A	6
SRR26819213	Pf3D7_11_v3-1934962-1935236-1A	13
SRR26819213	Pf3D7_11_v3-1934962-1935236-1A	4
SRR26819135	Pf3D7_11_v3-1934962-1935236-1A	87
SRR26819606	Pf3D7_11_v3-1934962-1935236-1A	23
SRR26819228	Pf3D7_11_v3-1934962-1935236-1A	23
SRR26819365	Pf3D7_11_v3-1934962-1935236-1A	23
SRR26819501	Pf3D7_11_v3-1934962-1935236-1A	10
SRR26819501	Pf3D7_11_v3-1934962-1935236-1A	4
