SampleID	Locus	Reads
SRR26819313	Pf3D7_05_v3-796518-796759-1A	58
SRR26819313	Pf3D7_05_v3-796518-796759-1A	75
SRR26819200	Pf3D7_05_v3-796518-796759-1A	183
SRR26819398	Pf3D7_05_v3-796518-796759-1A	20
SRR26819398	Pf3D7_05_v3-796518-796759-1A	99
SRR26819398	Pf3D7_05_v3-796518-796759-1A	5
SRR26819398	Pf3D7_05_v3-796518-796759-1A	33
SRR26819356	Pf3D7_05_v3-796518-796759-1A	201
SRR26819240	Pf3D7_05_v3-796518-796759-1A	169
SRR26819240	Pf3D7_05_v3-796518-796759-1A	36
SRR26819508	Pf3D7_05_v3-796518-796759-1A	13
SRR26819508	Pf3D7_05_v3-796518-796759-1A	204
SRR26819208	Pf3D7_05_v3-796518-796759-1A	3
SRR26819208	Pf3D7_05_v3-796518-796759-1A	150
SRR26819540	Pf3D7_05_v3-796518-796759-1A	127
SRR26819345	Pf3D7_05_v3-796518-796759-1A	220
SRR26819506	Pf3D7_05_v3-796518-796759-1A	178
SRR26819213	Pf3D7_05_v3-796518-796759-1A	1
SRR26819213	Pf3D7_05_v3-796518-796759-1A	38
SRR26819213	Pf3D7_05_v3-796518-796759-1A	103
SRR26819213	Pf3D7_05_v3-796518-796759-1A	4
SRR26819135	Pf3D7_05_v3-796518-796759-1A	225
SRR26819606	Pf3D7_05_v3-796518-796759-1A	238
SRR26819228	Pf3D7_05_v3-796518-796759-1A	186
SRR26819365	Pf3D7_05_v3-796518-796759-1A	187
SRR26819501	Pf3D7_05_v3-796518-796759-1A	191
SRR26819501	Pf3D7_05_v3-796518-796759-1A	20
SRR26819505	Pf3D7_05_v3-796518-796759-1A	109
SRR26819505	Pf3D7_05_v3-796518-796759-1A	1
SRR26819505	Pf3D7_05_v3-796518-796759-1A	84
SRR26819212	Pf3D7_05_v3-796518-796759-1A	116
SRR26819474	Pf3D7_05_v3-796518-796759-1A	217
SRR26819474	Pf3D7_05_v3-796518-796759-1A	18
SRR26819139	Pf3D7_05_v3-796518-796759-1A	233
SRR26819139	Pf3D7_05_v3-796518-796759-1A	6
SRR26819400	Pf3D7_05_v3-796518-796759-1A	72
SRR26819400	Pf3D7_05_v3-796518-796759-1A	17
SRR26819400	Pf3D7_05_v3-796518-796759-1A	4
SRR26819400	Pf3D7_05_v3-796518-796759-1A	11
SRR26819215	Pf3D7_05_v3-796518-796759-1A	162
SRR26819553	Pf3D7_05_v3-958079-958350-1B	16
SRR26819207	Pf3D7_05_v3-958079-958350-1B	19
SRR26819545	Pf3D7_05_v3-958079-958350-1B	23
SRR26819527	Pf3D7_05_v3-958079-958350-1B	9
SRR26819214	Pf3D7_05_v3-958079-958350-1B	38
SRR26819303	Pf3D7_05_v3-958079-958350-1B	96
SRR26819211	Pf3D7_05_v3-958079-958350-1B	27
SRR26819507	Pf3D7_05_v3-958079-958350-1B	23
SRR26819507	Pf3D7_05_v3-958079-958350-1B	43
SRR26819151	Pf3D7_05_v3-958079-958350-1B	16
SRR26819397	Pf3D7_05_v3-958079-958350-1B	53
SRR26819546	Pf3D7_05_v3-958079-958350-1B	14
SRR26819141	Pf3D7_05_v3-958079-958350-1B	32
SRR26819206	Pf3D7_05_v3-958079-958350-1B	61
SRR26819532	Pf3D7_05_v3-958079-958350-1B	32
SRR26819246	Pf3D7_05_v3-958079-958350-1B	47
SRR26819538	Pf3D7_05_v3-958079-958350-1B	82
SRR26819526	Pf3D7_05_v3-958079-958350-1B	12
SRR26819220	Pf3D7_05_v3-958079-958350-1B	21
SRR26819528	Pf3D7_05_v3-958079-958350-1B	38
SRR26819595	Pf3D7_05_v3-958079-958350-1B	31
SRR26819202	Pf3D7_05_v3-958079-958350-1B	109
SRR26819570	Pf3D7_05_v3-958079-958350-1B	52
SRR26819541	Pf3D7_05_v3-958079-958350-1B	15
SRR26819531	Pf3D7_05_v3-958079-958350-1B	41
SRR26819324	Pf3D7_05_v3-958079-958350-1B	69
SRR26819300	Pf3D7_05_v3-958079-958350-1B	29
SRR26819514	Pf3D7_05_v3-958079-958350-1B	49
SRR26819313	Pf3D7_05_v3-958079-958350-1B	36
SRR26819200	Pf3D7_05_v3-958079-958350-1B	86
SRR26819398	Pf3D7_05_v3-958079-958350-1B	104
SRR26819356	Pf3D7_05_v3-958079-958350-1B	48
SRR26819240	Pf3D7_05_v3-958079-958350-1B	14
SRR26819508	Pf3D7_05_v3-958079-958350-1B	44
SRR26819208	Pf3D7_05_v3-958079-958350-1B	15
SRR26819540	Pf3D7_05_v3-958079-958350-1B	18
SRR26819345	Pf3D7_05_v3-958079-958350-1B	67
SRR26819506	Pf3D7_05_v3-958079-958350-1B	59
SRR26819213	Pf3D7_05_v3-958079-958350-1B	27
SRR26819135	Pf3D7_05_v3-958079-958350-1B	38
SRR26819606	Pf3D7_05_v3-958079-958350-1B	55
SRR26819228	Pf3D7_05_v3-958079-958350-1B	83
SRR26819365	Pf3D7_05_v3-958079-958350-1B	84
SRR26819501	Pf3D7_05_v3-958079-958350-1B	59
SRR26819505	Pf3D7_05_v3-958079-958350-1B	84
SRR26819212	Pf3D7_05_v3-958079-958350-1B	30
SRR26819474	Pf3D7_05_v3-958079-958350-1B	37
SRR26819139	Pf3D7_05_v3-958079-958350-1B	45
SRR26819400	Pf3D7_05_v3-958079-958350-1B	26
SRR26819215	Pf3D7_05_v3-958079-958350-1B	29
SRR26819553	Pf3D7_05_v3-958372-958608-1B	39
SRR26819207	Pf3D7_05_v3-958372-958608-1B	200
SRR26819545	Pf3D7_05_v3-958372-958608-1B	192
SRR26819527	Pf3D7_05_v3-958372-958608-1B	216
SRR26819527	Pf3D7_05_v3-958372-958608-1B	4
SRR26819214	Pf3D7_05_v3-958372-958608-1B	210
SRR26819303	Pf3D7_05_v3-958372-958608-1B	242
SRR26819211	Pf3D7_05_v3-958372-958608-1B	14
SRR26819211	Pf3D7_05_v3-958372-958608-1B	224
SRR26819507	Pf3D7_05_v3-958372-958608-1B	322
SRR26819507	Pf3D7_05_v3-958372-958608-1B	163
SRR26819151	Pf3D7_05_v3-958372-958608-1B	386
SRR26819397	Pf3D7_05_v3-958372-958608-1B	198
SRR26819546	Pf3D7_05_v3-958372-958608-1B	132
SRR26819546	Pf3D7_05_v3-958372-958608-1B	5
SRR26819141	Pf3D7_05_v3-958372-958608-1B	105
SRR26819141	Pf3D7_05_v3-958372-958608-1B	80
SRR26819206	Pf3D7_05_v3-958372-958608-1B	369
SRR26819532	Pf3D7_05_v3-958372-958608-1B	215
SRR26819246	Pf3D7_05_v3-958372-958608-1B	267
SRR26819538	Pf3D7_05_v3-958372-958608-1B	363
SRR26819526	Pf3D7_05_v3-958372-958608-1B	251
SRR26819220	Pf3D7_05_v3-958372-958608-1B	206
SRR26819528	Pf3D7_05_v3-958372-958608-1B	236
SRR26819595	Pf3D7_05_v3-958372-958608-1B	409
SRR26819202	Pf3D7_05_v3-958372-958608-1B	411
SRR26819570	Pf3D7_05_v3-958372-958608-1B	41
SRR26819570	Pf3D7_05_v3-958372-958608-1B	73
SRR26819541	Pf3D7_05_v3-958372-958608-1B	123
SRR26819531	Pf3D7_05_v3-958372-958608-1B	156
SRR26819324	Pf3D7_05_v3-958372-958608-1B	258
SRR26819324	Pf3D7_05_v3-958372-958608-1B	193
SRR26819300	Pf3D7_05_v3-958372-958608-1B	209
SRR26819514	Pf3D7_05_v3-958372-958608-1B	312
SRR26819514	Pf3D7_05_v3-958372-958608-1B	135
SRR26819313	Pf3D7_05_v3-958372-958608-1B	169
SRR26819313	Pf3D7_05_v3-958372-958608-1B	297
SRR26819200	Pf3D7_05_v3-958372-958608-1B	419
SRR26819398	Pf3D7_05_v3-958372-958608-1B	4
SRR26819398	Pf3D7_05_v3-958372-958608-1B	216
SRR26819356	Pf3D7_05_v3-958372-958608-1B	305
SRR26819240	Pf3D7_05_v3-958372-958608-1B	48
SRR26819240	Pf3D7_05_v3-958372-958608-1B	424
SRR26819508	Pf3D7_05_v3-958372-958608-1B	358
SRR26819508	Pf3D7_05_v3-958372-958608-1B	12
SRR26819208	Pf3D7_05_v3-958372-958608-1B	147
SRR26819540	Pf3D7_05_v3-958372-958608-1B	241
SRR26819345	Pf3D7_05_v3-958372-958608-1B	415
SRR26819506	Pf3D7_05_v3-958372-958608-1B	467
SRR26819213	Pf3D7_05_v3-958372-958608-1B	34
SRR26819213	Pf3D7_05_v3-958372-958608-1B	202
SRR26819135	Pf3D7_05_v3-958372-958608-1B	233
SRR26819606	Pf3D7_05_v3-958372-958608-1B	442
SRR26819228	Pf3D7_05_v3-958372-958608-1B	373
SRR26819365	Pf3D7_05_v3-958372-958608-1B	504
SRR26819501	Pf3D7_05_v3-958372-958608-1B	396
SRR26819501	Pf3D7_05_v3-958372-958608-1B	29
SRR26819505	Pf3D7_05_v3-958372-958608-1B	10
SRR26819505	Pf3D7_05_v3-958372-958608-1B	380
SRR26819212	Pf3D7_05_v3-958372-958608-1B	186
SRR26819474	Pf3D7_05_v3-958372-958608-1B	364
SRR26819474	Pf3D7_05_v3-958372-958608-1B	42
SRR26819139	Pf3D7_05_v3-958372-958608-1B	2
SRR26819139	Pf3D7_05_v3-958372-958608-1B	232
SRR26819400	Pf3D7_05_v3-958372-958608-1B	76
SRR26819400	Pf3D7_05_v3-958372-958608-1B	155
SRR26819215	Pf3D7_05_v3-958372-958608-1B	216
SRR26819553	Pf3D7_05_v3-958920-959168-1B	40
SRR26819207	Pf3D7_05_v3-958920-959168-1B	158
SRR26819545	Pf3D7_05_v3-958920-959168-1B	110
SRR26819527	Pf3D7_05_v3-958920-959168-1B	151
SRR26819214	Pf3D7_05_v3-958920-959168-1B	145
SRR26819303	Pf3D7_05_v3-958920-959168-1B	180
SRR26819211	Pf3D7_05_v3-958920-959168-1B	135
SRR26819507	Pf3D7_05_v3-958920-959168-1B	247
SRR26819151	Pf3D7_05_v3-958920-959168-1B	240
SRR26819397	Pf3D7_05_v3-958920-959168-1B	123
SRR26819546	Pf3D7_05_v3-958920-959168-1B	128
SRR26819141	Pf3D7_05_v3-958920-959168-1B	101
SRR26819206	Pf3D7_05_v3-958920-959168-1B	200
SRR26819532	Pf3D7_05_v3-958920-959168-1B	161
SRR26819246	Pf3D7_05_v3-958920-959168-1B	156
SRR26819538	Pf3D7_05_v3-958920-959168-1B	267
SRR26819526	Pf3D7_05_v3-958920-959168-1B	206
SRR26819220	Pf3D7_05_v3-958920-959168-1B	161
SRR26819528	Pf3D7_05_v3-958920-959168-1B	180
SRR26819595	Pf3D7_05_v3-958920-959168-1B	266
SRR26819202	Pf3D7_05_v3-958920-959168-1B	247
SRR26819570	Pf3D7_05_v3-958920-959168-1B	169
SRR26819541	Pf3D7_05_v3-958920-959168-1B	117
SRR26819531	Pf3D7_05_v3-958920-959168-1B	119
SRR26819324	Pf3D7_05_v3-958920-959168-1B	266
SRR26819300	Pf3D7_05_v3-958920-959168-1B	129
SRR26819514	Pf3D7_05_v3-958920-959168-1B	240
SRR26819313	Pf3D7_05_v3-958920-959168-1B	289
SRR26819200	Pf3D7_05_v3-958920-959168-1B	302
SRR26819398	Pf3D7_05_v3-958920-959168-1B	212
SRR26819356	Pf3D7_05_v3-958920-959168-1B	245
SRR26819240	Pf3D7_05_v3-958920-959168-1B	310
SRR26819508	Pf3D7_05_v3-958920-959168-1B	243
SRR26819208	Pf3D7_05_v3-958920-959168-1B	139
SRR26819540	Pf3D7_05_v3-958920-959168-1B	141
SRR26819345	Pf3D7_05_v3-958920-959168-1B	260
SRR26819506	Pf3D7_05_v3-958920-959168-1B	235
SRR26819213	Pf3D7_05_v3-958920-959168-1B	165
SRR26819135	Pf3D7_05_v3-958920-959168-1B	186
SRR26819606	Pf3D7_05_v3-958920-959168-1B	265
SRR26819228	Pf3D7_05_v3-958920-959168-1B	264
SRR26819365	Pf3D7_05_v3-958920-959168-1B	308
SRR26819501	Pf3D7_05_v3-958920-959168-1B	264
SRR26819505	Pf3D7_05_v3-958920-959168-1B	254
SRR26819212	Pf3D7_05_v3-958920-959168-1B	123
SRR26819474	Pf3D7_05_v3-958920-959168-1B	261
SRR26819139	Pf3D7_05_v3-958920-959168-1B	208
SRR26819400	Pf3D7_05_v3-958920-959168-1B	110
SRR26819215	Pf3D7_05_v3-958920-959168-1B	177
SRR26819553	Pf3D7_05_v3-960810-961048-1B	46
SRR26819207	Pf3D7_05_v3-960810-961048-1B	251
SRR26819545	Pf3D7_05_v3-960810-961048-1B	217
SRR26819527	Pf3D7_05_v3-960810-961048-1B	265
SRR26819214	Pf3D7_05_v3-960810-961048-1B	241
SRR26819303	Pf3D7_05_v3-960810-961048-1B	368
SRR26819211	Pf3D7_05_v3-960810-961048-1B	9
SRR26819211	Pf3D7_05_v3-960810-961048-1B	170
SRR26819507	Pf3D7_05_v3-960810-961048-1B	451
SRR26819151	Pf3D7_05_v3-960810-961048-1B	340
SRR26819397	Pf3D7_05_v3-960810-961048-1B	191
SRR26819546	Pf3D7_05_v3-960810-961048-1B	234
SRR26819141	Pf3D7_05_v3-960810-961048-1B	199
SRR26819206	Pf3D7_05_v3-960810-961048-1B	328
SRR26819532	Pf3D7_05_v3-960810-961048-1B	216
SRR26819246	Pf3D7_05_v3-960810-961048-1B	312
SRR26819538	Pf3D7_05_v3-960810-961048-1B	366
SRR26819526	Pf3D7_05_v3-960810-961048-1B	283
SRR26819220	Pf3D7_05_v3-960810-961048-1B	261
SRR26819528	Pf3D7_05_v3-960810-961048-1B	268
SRR26819595	Pf3D7_05_v3-960810-961048-1B	396
SRR26819202	Pf3D7_05_v3-960810-961048-1B	337
SRR26819570	Pf3D7_05_v3-960810-961048-1B	164
SRR26819541	Pf3D7_05_v3-960810-961048-1B	232
SRR26819531	Pf3D7_05_v3-960810-961048-1B	194
SRR26819324	Pf3D7_05_v3-960810-961048-1B	374
SRR26819300	Pf3D7_05_v3-960810-961048-1B	262
SRR26819514	Pf3D7_05_v3-960810-961048-1B	381
SRR26819313	Pf3D7_05_v3-960810-961048-1B	405
SRR26819200	Pf3D7_05_v3-960810-961048-1B	390
SRR26819398	Pf3D7_05_v3-960810-961048-1B	245
SRR26819356	Pf3D7_05_v3-960810-961048-1B	390
SRR26819240	Pf3D7_05_v3-960810-961048-1B	331
SRR26819508	Pf3D7_05_v3-960810-961048-1B	403
SRR26819208	Pf3D7_05_v3-960810-961048-1B	227
SRR26819540	Pf3D7_05_v3-960810-961048-1B	337
SRR26819345	Pf3D7_05_v3-960810-961048-1B	403
SRR26819506	Pf3D7_05_v3-960810-961048-1B	375
SRR26819213	Pf3D7_05_v3-960810-961048-1B	326
SRR26819135	Pf3D7_05_v3-960810-961048-1B	254
SRR26819606	Pf3D7_05_v3-960810-961048-1B	387
SRR26819228	Pf3D7_05_v3-960810-961048-1B	396
SRR26819365	Pf3D7_05_v3-960810-961048-1B	406
SRR26819501	Pf3D7_05_v3-960810-961048-1B	418
SRR26819505	Pf3D7_05_v3-960810-961048-1B	396
SRR26819212	Pf3D7_05_v3-960810-961048-1B	210
SRR26819474	Pf3D7_05_v3-960810-961048-1B	391
SRR26819139	Pf3D7_05_v3-960810-961048-1B	296
SRR26819400	Pf3D7_05_v3-960810-961048-1B	267
SRR26819215	Pf3D7_05_v3-960810-961048-1B	333
SRR26819553	Pf3D7_05_v3-961511-961758-1B	47
SRR26819207	Pf3D7_05_v3-961511-961758-1B	139
SRR26819545	Pf3D7_05_v3-961511-961758-1B	151
SRR26819527	Pf3D7_05_v3-961511-961758-1B	131
SRR26819214	Pf3D7_05_v3-961511-961758-1B	144
SRR26819303	Pf3D7_05_v3-961511-961758-1B	232
SRR26819211	Pf3D7_05_v3-961511-961758-1B	178
SRR26819507	Pf3D7_05_v3-961511-961758-1B	466
SRR26819151	Pf3D7_05_v3-961511-961758-1B	368
SRR26819397	Pf3D7_05_v3-961511-961758-1B	138
SRR26819546	Pf3D7_05_v3-961511-961758-1B	161
SRR26819141	Pf3D7_05_v3-961511-961758-1B	189
SRR26819206	Pf3D7_05_v3-961511-961758-1B	407
SRR26819532	Pf3D7_05_v3-961511-961758-1B	188
SRR26819246	Pf3D7_05_v3-961511-961758-1B	250
SRR26819538	Pf3D7_05_v3-961511-961758-1B	291
SRR26819526	Pf3D7_05_v3-961511-961758-1B	204
SRR26819220	Pf3D7_05_v3-961511-961758-1B	151
SRR26819528	Pf3D7_05_v3-961511-961758-1B	179
SRR26819595	Pf3D7_05_v3-961511-961758-1B	508
SRR26819202	Pf3D7_05_v3-961511-961758-1B	440
SRR26819570	Pf3D7_05_v3-961511-961758-1B	156
SRR26819541	Pf3D7_05_v3-961511-961758-1B	169
SRR26819531	Pf3D7_05_v3-961511-961758-1B	185
SRR26819324	Pf3D7_05_v3-961511-961758-1B	453
SRR26819300	Pf3D7_05_v3-961511-961758-1B	231
SRR26819514	Pf3D7_05_v3-961511-961758-1B	531
SRR26819313	Pf3D7_05_v3-961511-961758-1B	437
SRR26819200	Pf3D7_05_v3-961511-961758-1B	420
SRR26819398	Pf3D7_05_v3-961511-961758-1B	82
SRR26819398	Pf3D7_05_v3-961511-961758-1B	141
SRR26819356	Pf3D7_05_v3-961511-961758-1B	351
SRR26819240	Pf3D7_05_v3-961511-961758-1B	384
SRR26819508	Pf3D7_05_v3-961511-961758-1B	515
SRR26819208	Pf3D7_05_v3-961511-961758-1B	150
SRR26819540	Pf3D7_05_v3-961511-961758-1B	136
SRR26819345	Pf3D7_05_v3-961511-961758-1B	414
SRR26819506	Pf3D7_05_v3-961511-961758-1B	474
SRR26819213	Pf3D7_05_v3-961511-961758-1B	194
SRR26819135	Pf3D7_05_v3-961511-961758-1B	192
SRR26819606	Pf3D7_05_v3-961511-961758-1B	451
SRR26819228	Pf3D7_05_v3-961511-961758-1B	399
SRR26819365	Pf3D7_05_v3-961511-961758-1B	416
SRR26819501	Pf3D7_05_v3-961511-961758-1B	451
SRR26819505	Pf3D7_05_v3-961511-961758-1B	457
SRR26819212	Pf3D7_05_v3-961511-961758-1B	131
SRR26819474	Pf3D7_05_v3-961511-961758-1B	447
SRR26819139	Pf3D7_05_v3-961511-961758-1B	232
SRR26819400	Pf3D7_05_v3-961511-961758-1B	145
SRR26819215	Pf3D7_05_v3-961511-961758-1B	218
SRR26819553	Pf3D7_06_v3-1115900-1116168-1A	31
SRR26819207	Pf3D7_06_v3-1115900-1116168-1A	13
SRR26819545	Pf3D7_06_v3-1115900-1116168-1A	92
SRR26819527	Pf3D7_06_v3-1115900-1116168-1A	19
SRR26819214	Pf3D7_06_v3-1115900-1116168-1A	27
SRR26819214	Pf3D7_06_v3-1115900-1116168-1A	45
SRR26819303	Pf3D7_06_v3-1115900-1116168-1A	51
SRR26819303	Pf3D7_06_v3-1115900-1116168-1A	42
SRR26819211	Pf3D7_06_v3-1115900-1116168-1A	91
SRR26819507	Pf3D7_06_v3-1115900-1116168-1A	5
SRR26819507	Pf3D7_06_v3-1115900-1116168-1A	11
SRR26819507	Pf3D7_06_v3-1115900-1116168-1A	29
SRR26819151	Pf3D7_06_v3-1115900-1116168-1A	18
SRR26819151	Pf3D7_06_v3-1115900-1116168-1A	2
SRR26819397	Pf3D7_06_v3-1115900-1116168-1A	211
SRR26819546	Pf3D7_06_v3-1115900-1116168-1A	13
SRR26819141	Pf3D7_06_v3-1115900-1116168-1A	74
SRR26819141	Pf3D7_06_v3-1115900-1116168-1A	26
SRR26819141	Pf3D7_06_v3-1115900-1116168-1A	1
SRR26819206	Pf3D7_06_v3-1115900-1116168-1A	82
SRR26819532	Pf3D7_06_v3-1115900-1116168-1A	5
SRR26819532	Pf3D7_06_v3-1115900-1116168-1A	62
SRR26819246	Pf3D7_06_v3-1115900-1116168-1A	61
SRR26819538	Pf3D7_06_v3-1115900-1116168-1A	69
SRR26819526	Pf3D7_06_v3-1115900-1116168-1A	9
SRR26819220	Pf3D7_06_v3-1115900-1116168-1A	26
SRR26819528	Pf3D7_06_v3-1115900-1116168-1A	81
SRR26819528	Pf3D7_06_v3-1115900-1116168-1A	1
SRR26819595	Pf3D7_06_v3-1115900-1116168-1A	38
SRR26819202	Pf3D7_06_v3-1115900-1116168-1A	114
SRR26819202	Pf3D7_06_v3-1115900-1116168-1A	31
SRR26819570	Pf3D7_06_v3-1115900-1116168-1A	16
SRR26819570	Pf3D7_06_v3-1115900-1116168-1A	83
SRR26819541	Pf3D7_06_v3-1115900-1116168-1A	20
SRR26819531	Pf3D7_06_v3-1115900-1116168-1A	66
SRR26819324	Pf3D7_06_v3-1115900-1116168-1A	83
SRR26819300	Pf3D7_06_v3-1115900-1116168-1A	80
SRR26819514	Pf3D7_06_v3-1115900-1116168-1A	48
SRR26819514	Pf3D7_06_v3-1115900-1116168-1A	23
SRR26819313	Pf3D7_06_v3-1115900-1116168-1A	22
SRR26819313	Pf3D7_06_v3-1115900-1116168-1A	16
SRR26819200	Pf3D7_06_v3-1115900-1116168-1A	93
SRR26819398	Pf3D7_06_v3-1115900-1116168-1A	8
SRR26819398	Pf3D7_06_v3-1115900-1116168-1A	169
SRR26819356	Pf3D7_06_v3-1115900-1116168-1A	58
SRR26819240	Pf3D7_06_v3-1115900-1116168-1A	9
SRR26819240	Pf3D7_06_v3-1115900-1116168-1A	31
SRR26819508	Pf3D7_06_v3-1115900-1116168-1A	27
SRR26819508	Pf3D7_06_v3-1115900-1116168-1A	1
SRR26819208	Pf3D7_06_v3-1115900-1116168-1A	33
SRR26819540	Pf3D7_06_v3-1115900-1116168-1A	64
SRR26819345	Pf3D7_06_v3-1115900-1116168-1A	101
SRR26819506	Pf3D7_06_v3-1115900-1116168-1A	65
SRR26819213	Pf3D7_06_v3-1115900-1116168-1A	86
SRR26819135	Pf3D7_06_v3-1115900-1116168-1A	113
SRR26819606	Pf3D7_06_v3-1115900-1116168-1A	39
SRR26819228	Pf3D7_06_v3-1115900-1116168-1A	73
SRR26819365	Pf3D7_06_v3-1115900-1116168-1A	103
SRR26819501	Pf3D7_06_v3-1115900-1116168-1A	78
SRR26819505	Pf3D7_06_v3-1115900-1116168-1A	15
SRR26819505	Pf3D7_06_v3-1115900-1116168-1A	76
SRR26819212	Pf3D7_06_v3-1115900-1116168-1A	24
SRR26819212	Pf3D7_06_v3-1115900-1116168-1A	34
SRR26819474	Pf3D7_06_v3-1115900-1116168-1A	46
SRR26819139	Pf3D7_06_v3-1115900-1116168-1A	2
SRR26819139	Pf3D7_06_v3-1115900-1116168-1A	78
SRR26819400	Pf3D7_06_v3-1115900-1116168-1A	28
SRR26819400	Pf3D7_06_v3-1115900-1116168-1A	4
SRR26819215	Pf3D7_06_v3-1115900-1116168-1A	39
SRR26819553	Pf3D7_06_v3-1128558-1128797-1A	59
SRR26819207	Pf3D7_06_v3-1128558-1128797-1A	279
SRR26819545	Pf3D7_06_v3-1128558-1128797-1A	198
SRR26819527	Pf3D7_06_v3-1128558-1128797-1A	209
SRR26819527	Pf3D7_06_v3-1128558-1128797-1A	25
SRR26819527	Pf3D7_06_v3-1128558-1128797-1A	13
SRR26819214	Pf3D7_06_v3-1128558-1128797-1A	71
SRR26819214	Pf3D7_06_v3-1128558-1128797-1A	116
SRR26819303	Pf3D7_06_v3-1128558-1128797-1A	117
SRR26819303	Pf3D7_06_v3-1128558-1128797-1A	109
SRR26819211	Pf3D7_06_v3-1128558-1128797-1A	153
SRR26819507	Pf3D7_06_v3-1128558-1128797-1A	19
SRR26819507	Pf3D7_06_v3-1128558-1128797-1A	240
SRR26819151	Pf3D7_06_v3-1128558-1128797-1A	259
SRR26819151	Pf3D7_06_v3-1128558-1128797-1A	11
SRR26819397	Pf3D7_06_v3-1128558-1128797-1A	215
SRR26819546	Pf3D7_06_v3-1128558-1128797-1A	220
SRR26819141	Pf3D7_06_v3-1128558-1128797-1A	233
SRR26819141	Pf3D7_06_v3-1128558-1128797-1A	103
SRR26819206	Pf3D7_06_v3-1128558-1128797-1A	212
SRR26819532	Pf3D7_06_v3-1128558-1128797-1A	174
SRR26819246	Pf3D7_06_v3-1128558-1128797-1A	254
SRR26819538	Pf3D7_06_v3-1128558-1128797-1A	177
SRR26819526	Pf3D7_06_v3-1128558-1128797-1A	230
SRR26819220	Pf3D7_06_v3-1128558-1128797-1A	195
SRR26819528	Pf3D7_06_v3-1128558-1128797-1A	213
SRR26819595	Pf3D7_06_v3-1128558-1128797-1A	265
SRR26819202	Pf3D7_06_v3-1128558-1128797-1A	181
SRR26819202	Pf3D7_06_v3-1128558-1128797-1A	62
SRR26819570	Pf3D7_06_v3-1128558-1128797-1A	17
SRR26819570	Pf3D7_06_v3-1128558-1128797-1A	170
SRR26819541	Pf3D7_06_v3-1128558-1128797-1A	217
SRR26819531	Pf3D7_06_v3-1128558-1128797-1A	216
SRR26819324	Pf3D7_06_v3-1128558-1128797-1A	256
SRR26819300	Pf3D7_06_v3-1128558-1128797-1A	282
SRR26819514	Pf3D7_06_v3-1128558-1128797-1A	80
SRR26819514	Pf3D7_06_v3-1128558-1128797-1A	121
SRR26819313	Pf3D7_06_v3-1128558-1128797-1A	193
SRR26819313	Pf3D7_06_v3-1128558-1128797-1A	18
SRR26819200	Pf3D7_06_v3-1128558-1128797-1A	226
SRR26819398	Pf3D7_06_v3-1128558-1128797-1A	89
SRR26819398	Pf3D7_06_v3-1128558-1128797-1A	92
SRR26819356	Pf3D7_06_v3-1128558-1128797-1A	280
SRR26819240	Pf3D7_06_v3-1128558-1128797-1A	33
SRR26819240	Pf3D7_06_v3-1128558-1128797-1A	191
SRR26819508	Pf3D7_06_v3-1128558-1128797-1A	256
SRR26819208	Pf3D7_06_v3-1128558-1128797-1A	4
SRR26819208	Pf3D7_06_v3-1128558-1128797-1A	158
SRR26819540	Pf3D7_06_v3-1128558-1128797-1A	196
SRR26819345	Pf3D7_06_v3-1128558-1128797-1A	259
SRR26819506	Pf3D7_06_v3-1128558-1128797-1A	272
SRR26819213	Pf3D7_06_v3-1128558-1128797-1A	8
SRR26819213	Pf3D7_06_v3-1128558-1128797-1A	232
SRR26819135	Pf3D7_06_v3-1128558-1128797-1A	287
SRR26819606	Pf3D7_06_v3-1128558-1128797-1A	268
SRR26819228	Pf3D7_06_v3-1128558-1128797-1A	265
SRR26819365	Pf3D7_06_v3-1128558-1128797-1A	238
SRR26819501	Pf3D7_06_v3-1128558-1128797-1A	277
SRR26819505	Pf3D7_06_v3-1128558-1128797-1A	124
SRR26819505	Pf3D7_06_v3-1128558-1128797-1A	148
SRR26819212	Pf3D7_06_v3-1128558-1128797-1A	62
SRR26819212	Pf3D7_06_v3-1128558-1128797-1A	99
SRR26819474	Pf3D7_06_v3-1128558-1128797-1A	265
SRR26819139	Pf3D7_06_v3-1128558-1128797-1A	6
SRR26819139	Pf3D7_06_v3-1128558-1128797-1A	223
SRR26819400	Pf3D7_06_v3-1128558-1128797-1A	146
SRR26819400	Pf3D7_06_v3-1128558-1128797-1A	26
SRR26819215	Pf3D7_06_v3-1128558-1128797-1A	205
SRR26819553	Pf3D7_06_v3-1135605-1135855-1A	48
SRR26819207	Pf3D7_06_v3-1135605-1135855-1A	76
SRR26819545	Pf3D7_06_v3-1135605-1135855-1A	99
SRR26819527	Pf3D7_06_v3-1135605-1135855-1A	35
SRR26819214	Pf3D7_06_v3-1135605-1135855-1A	35
SRR26819214	Pf3D7_06_v3-1135605-1135855-1A	58
SRR26819303	Pf3D7_06_v3-1135605-1135855-1A	70
SRR26819303	Pf3D7_06_v3-1135605-1135855-1A	61
SRR26819211	Pf3D7_06_v3-1135605-1135855-1A	96
SRR26819507	Pf3D7_06_v3-1135605-1135855-1A	6
SRR26819507	Pf3D7_06_v3-1135605-1135855-1A	115
SRR26819151	Pf3D7_06_v3-1135605-1135855-1A	55
SRR26819397	Pf3D7_06_v3-1135605-1135855-1A	176
